Session_ID,Session_Date,Session_Time,Station_ID,Station_Location,Vehicle_Type,Connector_Type,Battery_Start_Percent,Battery_End_Percent,Charging_Duration_Min,Energy_Consumed_kWh,Charging_Status,Failure_Reason,Station_Status,Payment_Status,Charging_Cost
SES-13505,2025-09-14,13:11:34,STN-PUN-01,Pune,Hatchback,Type 2,37,38,62,0.50,Cancelled,None,Available,Refunded,0.00
SES-13506,2025-09-14,08:05:14,STN-DEL-01,Delhi,Hatchback,CCS,5,19,18,6.00,Completed,None,Available,Paid,92.47
SES-13507,2025-09-14,09:15:19,STN-VSKP-01,Visakhapatnam,SUV,Type 2,74,100,55,21.22,Completed,None,Available,Paid,359.49
SES-13508,2025-09-14,19:41:45,STN-VSKP-01,Visakhapatnam,Crossover,CCS,60,100,101,27.23,Completed,None,Available,Paid,430.94
SES-13509,2025-09-14,22:28:02,STN-HYD-02,Hyderabad,SUV,Type 2,8,75,100,51.74,Completed,None,Available,Paid,829.84
SES-13510,2025-09-14,09:10:24,STN-BLR-01,Bengaluru,Sedan,Type 2,26,38,16,6.86,Completed,None,Charging,Paid,123.88
SES-13511,2025-09-14,17:57:45,STN-HYD-01,Hyderabad,Sedan,Type 2,81,100,53,9.72,Completed,None,Available,Paid,168.36
SES-13512,2025-09-14,08:58:20,STN-BLR-01,Bengaluru,Hatchback,CCS,62,74,23,5.05,Completed,None,Charging,Paid,78.21
SES-13513,2025-09-14,20:28:08,STN-MUM-02,Mumbai,SUV,CHAdeMO,48,100,84,40.61,Completed,None,Available,Paid,717.96
SES-13514,2025-09-14,10:04:39,STN-VIJ-01,Vijayawada,Sedan,Type 2,61,100,105,21.98,Completed,None,Available,Paid,355.68
SES-13515,2025-09-14,07:52:41,STN-BLR-01,Bengaluru,Sedan,Type 2,44,100,101,31.37,Completed,None,Available,Paid,571.32
SES-13516,2025-09-14,10:53:38,STN-KOL-01,Kolkata,SUV,CCS,60,69,15,8.33,Completed,None,Charging,Paid,151.11
SES-13517,2025-09-15,01:04:48,STN-HYD-02,Hyderabad,Sedan,CCS,67,89,44,12.08,Completed,None,Available,Paid,217.98
SES-13518,2025-09-15,17:52:05,STN-VSKP-01,Visakhapatnam,Sedan,CCS,43,83,79,22.13,Completed,None,Available,Paid,335.78
SES-13519,2025-09-15,15:10:09,STN-CBE-01,Coimbatore,Crossover,CCS,11,49,70,25.94,Completed,None,Charging,Paid,458.15
SES-13520,2025-09-15,17:54:33,STN-BLR-01,Bengaluru,Sedan,Type 2,18,40,33,11.99,Completed,None,Charging,Paid,210.26
SES-13521,2025-09-15,05:50:43,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,22,93,82,41.18,Completed,None,Available,Paid,690.09
SES-13522,2025-09-15,09:02:01,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,59,64,11,2.00,Completed,None,Charging,Paid,35.71
SES-13523,2025-09-15,19:10:57,STN-BLR-02,Bengaluru,Hatchback,Type 2,60,64,111,1.60,Failed,Network Error,Maintenance,Failed,0.00
SES-13524,2025-09-15,10:34:21,STN-KOL-01,Kolkata,SUV,CCS,61,100,87,33.49,Completed,None,Available,Paid,532.30
SES-13525,2025-09-15,08:54:10,STN-CBE-01,Coimbatore,Sedan,CCS,62,95,60,18.10,Completed,None,Charging,Paid,277.88
SES-13526,2025-09-15,17:30:44,STN-BLR-01,Bengaluru,Hatchback,CHAdeMO,29,61,40,12.23,Completed,None,Charging,Paid,212.84
SES-13527,2025-09-15,18:19:41,STN-VSKP-01,Visakhapatnam,SUV,Type 2,74,100,103,21.65,Completed,None,Available,Paid,365.96
SES-13528,2025-09-15,15:17:50,STN-CHE-01,Chennai,SUV,CCS,84,100,36,14.64,Completed,None,Available,Paid,241.98
SES-13529,2025-09-15,22:57:08,STN-MUM-02,Mumbai,SUV,CCS,7,72,109,52.34,Completed,None,Charging,Paid,965.55
SES-13530,2025-09-15,18:37:24,STN-HYD-01,Hyderabad,Hatchback,CCS,25,88,119,26.47,Completed,None,Charging,Paid,483.32
SES-13531,2025-09-16,02:58:44,STN-CBE-01,Coimbatore,SUV,CCS,36,64,40,24.37,Completed,None,Available,Paid,421.45
SES-13532,2025-09-16,19:52:18,STN-PUN-01,Pune,Crossover,CCS,6,96,115,63.79,Completed,None,Charging,Paid,"1,099.48"
SES-13533,2025-09-16,08:20:14,STN-CBE-01,Coimbatore,SUV,CCS,24,91,79,58.35,Completed,None,Charging,Paid,945.28
SES-13534,2025-09-16,10:52:49,STN-CHE-01,Chennai,Hatchback,Type 2,79,79,52,0.00,Failed,Payment Failure,Offline,Failed,0.00
SES-13535,2025-09-16,15:13:08,STN-CHE-01,Chennai,SUV,CCS,22,81,118,46.28,Completed,None,Available,Paid,781.16
SES-13536,2025-09-16,16:13:05,STN-VSKP-01,Visakhapatnam,Sedan,CCS,58,100,91,21.49,Completed,None,Charging,Paid,391.85
SES-13537,2025-09-16,17:51:07,STN-CHE-01,Chennai,SUV,Type 2,79,100,61,17.29,Completed,None,Charging,Paid,314.11
SES-13538,2025-09-16,19:00:31,STN-PUN-01,Pune,Sedan,CHAdeMO,40,49,23,3.17,Cancelled,None,Maintenance,Refunded,0.00
SES-13539,2025-09-16,20:50:04,STN-BLR-02,Bengaluru,Sedan,CHAdeMO,80,100,68,10.92,Completed,None,Charging,Paid,185.55
SES-13540,2025-09-16,07:19:15,STN-BLR-02,Bengaluru,Hatchback,Type 2,65,80,29,6.45,Completed,None,Available,Paid,117.55
SES-13541,2025-09-16,16:49:49,STN-CBE-01,Coimbatore,Hatchback,CCS,64,100,61,14.32,Completed,None,Available,Paid,228.44
SES-13542,2025-09-16,21:13:30,STN-VIJ-01,Vijayawada,Sedan,CCS,40,96,84,31.72,Completed,None,Available,Paid,530.24
SES-13543,2025-09-17,15:40:13,STN-PUN-01,Pune,SUV,Type 2,48,100,110,41.41,Completed,None,Available,Paid,673.94
SES-13544,2025-09-17,17:39:04,STN-DEL-01,Delhi,Sedan,Type 2,72,100,49,14.32,Completed,None,Charging,Paid,261.65
SES-13545,2025-09-17,09:10:04,STN-KOL-01,Kolkata,Hatchback,Type 2,70,100,77,12.30,Completed,None,Charging,Paid,201.34
SES-13546,2025-09-17,18:31:35,STN-VIJ-01,Vijayawada,Sedan,CCS,48,78,53,15.57,Completed,None,Charging,Paid,281.83
SES-13547,2025-09-17,19:21:33,STN-DEL-02,Delhi,Hatchback,CCS,81,89,15,2.89,Completed,None,Available,Paid,45.70
SES-13548,2025-09-17,14:11:24,STN-DEL-02,Delhi,SUV,Type 2,33,90,96,50.04,Completed,None,Charging,Paid,910.38
SES-13549,2025-09-17,17:09:27,STN-BLR-02,Bengaluru,SUV,CCS,52,89,66,33.03,Completed,None,Available,Paid,560.03
SES-13550,2025-09-17,19:17:50,STN-HYD-02,Hyderabad,Sedan,Type 2,40,74,67,18.57,Completed,None,Available,Paid,298.48
SES-13551,2025-09-17,08:31:13,STN-PUN-01,Pune,SUV,CHAdeMO,12,77,81,53.40,Completed,None,Available,Paid,945.40
SES-13552,2025-09-17,19:49:57,STN-BLR-02,Bengaluru,Hatchback,Type 2,9,41,39,13.65,Completed,None,Charging,Paid,225.96
SES-13553,2025-09-17,18:16:06,STN-HYD-02,Hyderabad,Hatchback,CCS,82,100,109,6.56,Completed,None,Available,Paid,106.09
SES-13554,2025-09-17,09:09:04,STN-DEL-02,Delhi,Hatchback,CCS,51,84,61,13.56,Completed,None,Available,Paid,234.33
SES-13555,2025-09-17,09:18:44,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,47,100,115,20.13,Completed,None,Available,Paid,313.55
SES-13556,2025-09-17,16:05:13,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,14,31,20,9.65,Completed,None,Charging,Paid,177.89
SES-13557,2025-09-17,21:50:17,STN-BLR-01,Bengaluru,Sedan,CCS,14,47,56,19.70,Completed,None,Charging,Paid,361.62
SES-13558,2025-09-17,06:51:37,STN-BLR-02,Bengaluru,Hatchback,CCS,10,21,14,4.74,Completed,None,Charging,Paid,80.43
SES-13559,2025-09-17,17:23:34,STN-MUM-02,Mumbai,Hatchback,CCS,20,29,12,3.80,Completed,None,Available,Paid,63.63
SES-13560,2025-09-17,18:18:55,STN-BLR-01,Bengaluru,Hatchback,CCS,64,76,24,4.56,Completed,None,Available,Paid,82.50
SES-13561,2025-09-18,09:01:12,STN-VIJ-01,Vijayawada,SUV,CHAdeMO,30,37,11,6.34,Completed,None,Available,Paid,97.85
SES-13562,2025-09-18,06:44:29,STN-BLR-01,Bengaluru,SUV,Type 2,25,29,11,1.60,Failed,Connector Error,Maintenance,Paid,27.87
SES-13563,2025-09-18,18:50:53,STN-BLR-02,Bengaluru,Sedan,CCS,62,100,81,21.27,Completed,None,Charging,Paid,335.16
SES-13564,2025-09-18,14:43:32,STN-HYD-02,Hyderabad,Hatchback,CHAdeMO,45,47,63,0.80,Failed,Network Error,Maintenance,Failed,0.00
SES-13565,2025-09-18,09:09:17,STN-MUM-02,Mumbai,Crossover,Type 2,34,74,55,25.74,Completed,None,Charging,Paid,462.35
SES-13566,2025-09-18,07:56:18,STN-HYD-02,Hyderabad,SUV,Type 2,9,73,103,48.99,Completed,None,Charging,Paid,851.06
SES-13567,2025-09-18,15:40:41,STN-CHE-01,Chennai,Sedan,Type 2,14,39,50,13.80,Completed,None,Available,Paid,244.06
SES-13568,2025-09-18,19:51:03,STN-HYD-02,Hyderabad,Sedan,Type 2,15,83,78,40.37,Completed,None,Available,Paid,744.09
SES-13569,2025-09-18,17:04:40,STN-HYD-02,Hyderabad,Sedan,CCS,67,86,39,9.63,Completed,None,Available,Paid,169.91
SES-13570,2025-09-18,14:39:52,STN-DEL-01,Delhi,SUV,Type 2,11,54,53,38.32,Completed,None,Charging,Paid,599.92
SES-13571,2025-09-18,19:10:54,STN-MUM-01,Mumbai,Crossover,Type 2,63,77,19,9.38,Completed,None,Charging,Paid,166.28
SES-13572,2025-09-18,00:13:59,STN-VIJ-01,Vijayawada,Hatchback,CCS,16,78,106,23.50,Completed,None,Charging,Paid,367.86
SES-13573,2025-09-19,08:17:50,STN-HYD-01,Hyderabad,Hatchback,CCS,68,100,97,12.93,Completed,None,Available,Paid,219.99
SES-13574,2025-09-19,06:17:09,STN-MUM-01,Mumbai,SUV,CCS,45,100,92,45.76,Completed,None,Charging,Paid,807.64
SES-13575,2025-09-19,15:49:43,STN-VSKP-01,Visakhapatnam,SUV,CCS,64,86,39,17.39,Completed,None,Available,Paid,313.97
SES-13576,2025-09-19,09:15:01,STN-MUM-02,Mumbai,Crossover,CCS,76,100,98,17.63,Completed,None,Available,Paid,301.69
SES-13577,2025-09-19,17:17:30,STN-MUM-02,Mumbai,SUV,Type 2,32,87,84,48.67,Completed,None,Charging,Paid,884.68
SES-13578,2025-09-19,02:12:19,STN-PUN-01,Pune,Crossover,CCS,84,100,58,10.17,Completed,None,Charging,Paid,167.83
SES-13579,2025-09-19,08:34:22,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,67,75,44,2.66,Cancelled,None,Maintenance,Refunded,0.00
SES-13580,2025-09-19,12:37:34,STN-HYD-02,Hyderabad,Sedan,CHAdeMO,7,50,74,22.10,Completed,None,Charging,Paid,380.60
SES-13581,2025-09-19,20:19:54,STN-BLR-01,Bengaluru,SUV,Type 2,36,45,26,3.35,Cancelled,None,Available,Refunded,0.00
SES-13582,2025-09-19,09:39:58,STN-MUM-01,Mumbai,SUV,CCS,25,27,40,0.80,Failed,Payment Failure,Offline,Failed,0.00
SES-13583,2025-09-19,12:28:06,STN-PUN-01,Pune,Sedan,CCS,59,66,79,2.74,Cancelled,None,Maintenance,Refunded,0.00
SES-13584,2025-09-19,05:05:27,STN-CHE-01,Chennai,SUV,Type 2,22,80,86,53.44,Completed,None,Charging,Paid,862.71
SES-13585,2025-09-19,20:35:31,STN-VSKP-01,Visakhapatnam,Hatchback,Type 2,57,100,61,18.37,Completed,None,Charging,Paid,329.24
SES-13586,2025-09-19,00:52:45,STN-HYD-01,Hyderabad,Hatchback,CCS,79,100,35,8.59,Completed,None,Charging,Paid,138.91
SES-13587,2025-09-20,09:22:49,STN-HYD-02,Hyderabad,Sedan,CHAdeMO,65,100,109,19.51,Completed,None,Charging,Paid,333.85
SES-13588,2025-09-20,21:01:02,STN-PUN-01,Pune,SUV,Type 2,54,65,14,8.86,Completed,None,Charging,Paid,138.37
SES-13589,2025-09-20,19:58:34,STN-MUM-01,Mumbai,SUV,Type 2,12,100,120,67.47,Completed,None,Charging,Paid,"1,019.06"
SES-13590,2025-09-20,20:42:10,STN-VSKP-01,Visakhapatnam,SUV,CCS,16,35,23,16.82,Completed,None,Available,Paid,307.49
SES-13591,2025-09-20,10:27:31,STN-VSKP-01,Visakhapatnam,SUV,CCS,55,87,60,29.16,Completed,None,Available,Paid,465.79
SES-13592,2025-09-20,08:27:24,STN-CHE-01,Chennai,Hatchback,CCS,70,89,24,7.79,Completed,None,Charging,Paid,140.33
SES-13593,2025-09-20,20:27:00,STN-VSKP-01,Visakhapatnam,SUV,CCS,45,62,21,14.09,Completed,None,Available,Paid,259.30
SES-13594,2025-09-20,12:09:41,STN-DEL-01,Delhi,Sedan,CCS,26,60,55,19.25,Completed,None,Available,Paid,296.61
SES-13595,2025-09-21,16:35:01,STN-DEL-02,Delhi,SUV,CCS,13,15,115,0.71,Cancelled,None,Available,Refunded,0.00
SES-13596,2025-09-21,09:50:04,STN-HYD-01,Hyderabad,SUV,Type 2,82,100,73,16.06,Completed,None,Available,Paid,271.60
SES-13597,2025-09-21,14:10:29,STN-MUM-02,Mumbai,Sedan,CCS,83,100,81,8.54,Completed,None,Charging,Paid,155.20
SES-13598,2025-09-21,07:57:49,STN-DEL-01,Delhi,Sedan,CCS,15,57,68,23.30,Completed,None,Charging,Paid,417.80
SES-13599,2025-09-21,16:54:27,STN-KOL-01,Kolkata,SUV,CHAdeMO,17,22,104,1.95,Cancelled,None,Available,Refunded,0.00
SES-13600,2025-09-21,08:54:16,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,60,91,35,12.90,Completed,None,Charging,Paid,208.14
SES-13601,2025-09-21,21:18:16,STN-KOL-01,Kolkata,Hatchback,CCS,32,52,38,8.59,Completed,None,Available,Paid,145.68
SES-13602,2025-09-21,17:31:57,STN-VIJ-01,Vijayawada,Hatchback,Type 2,68,69,13,0.40,Failed,Station Offline,Maintenance,Failed,0.00
SES-13603,2025-09-21,13:45:58,STN-HYD-02,Hyderabad,SUV,CHAdeMO,68,99,59,26.57,Completed,None,Charging,Paid,404.77
SES-13604,2025-09-21,18:27:13,STN-DEL-02,Delhi,Sedan,Type 2,74,100,101,15.32,Completed,None,Charging,Paid,246.19
SES-13605,2025-09-21,16:05:08,STN-DEL-02,Delhi,Sedan,CCS,59,86,34,13.82,Completed,None,Available,Paid,242.14
SES-13606,2025-09-21,16:11:57,STN-HYD-01,Hyderabad,Hatchback,CHAdeMO,41,67,49,10.05,Completed,None,Available,Paid,175.41
SES-13607,2025-09-21,09:39:55,STN-BLR-01,Bengaluru,SUV,CCS,37,61,41,18.42,Completed,None,Charging,Paid,334.91
SES-13608,2025-09-21,03:26:57,STN-DEL-01,Delhi,SUV,Type 2,29,36,109,2.30,Cancelled,None,Available,Refunded,0.00
SES-13609,2025-09-21,20:04:05,STN-VSKP-01,Visakhapatnam,Sedan,CCS,27,87,84,34.44,Completed,None,Charging,Paid,630.18
SES-13610,2025-09-21,17:26:07,STN-BLR-01,Bengaluru,Crossover,Type 2,64,73,46,2.90,Cancelled,None,Available,Refunded,0.00
SES-13611,2025-09-21,19:35:56,STN-BLR-02,Bengaluru,Crossover,CCS,60,76,19,11.67,Completed,None,Available,Paid,212.62
SES-13612,2025-09-21,20:31:07,STN-DEL-01,Delhi,Sedan,Type 2,67,69,47,0.80,Failed,Station Offline,Maintenance,Failed,0.00
SES-13613,2025-09-21,21:14:36,STN-CHE-01,Chennai,Hatchback,Type 2,12,12,70,0.00,Failed,Station Offline,Offline,Failed,0.00
SES-13614,2025-09-21,08:05:58,STN-HYD-02,Hyderabad,Sedan,CCS,21,100,109,46.19,Completed,None,Available,Paid,740.87
SES-13615,2025-09-21,16:27:16,STN-DEL-01,Delhi,SUV,CCS,61,91,36,26.93,Completed,None,Charging,Paid,479.80
SES-13616,2025-09-21,16:30:10,STN-DEL-01,Delhi,Sedan,Type 2,79,100,90,10.94,Completed,None,Charging,Paid,173.36
SES-13617,2025-09-21,21:42:22,STN-BLR-02,Bengaluru,Sedan,CCS,66,75,16,4.94,Completed,None,Charging,Paid,82.90
SES-13618,2025-09-21,20:02:17,STN-HYD-01,Hyderabad,Sedan,CCS,15,88,82,38.30,Completed,None,Charging,Paid,700.02
SES-13619,2025-09-22,10:19:57,STN-VIJ-01,Vijayawada,Crossover,Type 2,71,100,108,21.09,Completed,None,Charging,Paid,349.22
SES-13620,2025-09-22,18:49:56,STN-HYD-01,Hyderabad,Hatchback,CHAdeMO,44,58,18,5.65,Completed,None,Available,Paid,103.53
SES-13621,2025-09-22,08:09:20,STN-CHE-01,Chennai,Sedan,CCS,44,48,68,1.60,Failed,Network Error,Offline,Failed,0.00
SES-13622,2025-09-22,21:51:28,STN-VSKP-01,Visakhapatnam,SUV,CCS,60,96,45,27.70,Completed,None,Charging,Paid,455.05
SES-13623,2025-09-22,21:09:12,STN-HYD-01,Hyderabad,Sedan,CCS,57,78,39,12.60,Completed,None,Charging,Paid,220.93
SES-13624,2025-09-22,22:49:22,STN-DEL-02,Delhi,Sedan,CCS,89,93,104,1.60,Failed,Payment Failure,Maintenance,Failed,0.00
SES-13625,2025-09-22,04:51:48,STN-MUM-01,Mumbai,Hatchback,CCS,32,46,28,5.23,Completed,None,Available,Paid,86.43
SES-13626,2025-09-22,14:20:52,STN-BLR-02,Bengaluru,Sedan,Type 2,90,100,50,5.95,Completed,None,Available,Paid,99.36
SES-13627,2025-09-22,16:00:14,STN-MUM-01,Mumbai,SUV,Type 2,46,100,64,41.91,Completed,None,Charging,Paid,679.37
SES-13628,2025-09-22,14:05:06,STN-MUM-01,Mumbai,SUV,CCS,50,100,96,39.61,Completed,None,Available,Paid,604.03
SES-13629,2025-09-23,01:00:38,STN-BLR-02,Bengaluru,Sedan,Type 2,22,94,93,40.80,Completed,None,Available,Paid,612.06
SES-13630,2025-09-23,01:25:43,STN-MUM-01,Mumbai,SUV,CCS,27,39,15,9.73,Completed,None,Charging,Paid,175.73
SES-13631,2025-09-23,06:12:27,STN-MUM-01,Mumbai,Crossover,CCS,30,100,116,50.25,Completed,None,Charging,Paid,903.72
SES-13632,2025-09-23,09:29:43,STN-MUM-01,Mumbai,Hatchback,CCS,33,100,97,27.70,Completed,None,Charging,Paid,479.51
SES-13633,2025-09-23,21:26:37,STN-VIJ-01,Vijayawada,Sedan,CCS,56,100,120,26.33,Completed,None,Available,Paid,438.47
SES-13634,2025-09-23,16:51:55,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,79,95,31,5.99,Completed,None,Available,Paid,99.56
SES-13635,2025-09-23,21:38:40,STN-CBE-01,Coimbatore,Crossover,Type 2,50,51,79,0.40,Failed,Charging Interrupted,Offline,Failed,0.00
SES-13636,2025-09-23,09:36:00,STN-CHE-01,Chennai,Sedan,Type 2,5,30,33,12.81,Completed,None,Available,Paid,217.70
SES-13637,2025-09-23,18:31:07,STN-MUM-02,Mumbai,Sedan,Type 2,67,100,71,19.03,Completed,None,Charging,Paid,296.22
SES-13638,2025-09-23,18:44:28,STN-VSKP-01,Visakhapatnam,Sedan,CCS,20,61,51,22.84,Completed,None,Available,Paid,394.69
SES-13639,2025-09-23,16:04:17,STN-VIJ-01,Vijayawada,Sedan,CCS,29,54,31,13.68,Completed,None,Available,Paid,206.96
SES-13640,2025-09-23,07:57:09,STN-CHE-01,Chennai,Hatchback,Type 2,66,100,91,12.57,Completed,None,Charging,Paid,216.53
SES-13641,2025-09-24,13:32:22,STN-KOL-01,Kolkata,Sedan,CCS,86,89,25,1.20,Failed,Network Error,Maintenance,Failed,0.00
SES-13642,2025-09-24,08:33:23,STN-BLR-01,Bengaluru,Sedan,Type 2,84,89,109,1.64,Cancelled,None,Maintenance,Refunded,0.00
SES-13643,2025-09-24,06:06:16,STN-VIJ-01,Vijayawada,Sedan,Type 2,87,100,22,6.49,Completed,None,Available,Paid,107.59
SES-13644,2025-09-24,09:21:14,STN-DEL-01,Delhi,SUV,Type 2,20,58,46,31.74,Completed,None,Available,Paid,493.64
SES-13645,2025-09-24,03:49:49,STN-HYD-01,Hyderabad,SUV,CCS,73,100,61,24.65,Completed,None,Available,Paid,371.16
SES-13646,2025-09-24,04:20:54,STN-BLR-02,Bengaluru,Hatchback,CHAdeMO,74,97,33,9.17,Completed,None,Available,Paid,139.38
SES-13647,2025-09-24,15:26:48,STN-DEL-02,Delhi,Sedan,Type 2,38,42,92,1.60,Failed,Network Error,Maintenance,Paid,28.58
SES-13648,2025-09-24,09:03:43,STN-MUM-01,Mumbai,SUV,Type 2,84,100,93,12.59,Completed,None,Available,Paid,203.56
SES-13649,2025-09-24,11:25:33,STN-PUN-01,Pune,Sedan,Type 2,57,100,100,25.73,Completed,None,Charging,Paid,455.46
SES-13650,2025-09-24,09:19:33,STN-BLR-02,Bengaluru,Crossover,CCS,27,43,26,11.57,Completed,None,Available,Paid,195.04
SES-13651,2025-09-24,12:08:06,STN-HYD-02,Hyderabad,SUV,CCS,47,64,25,14.20,Completed,None,Available,Paid,251.65
SES-13652,2025-09-24,07:26:43,STN-BLR-02,Bengaluru,Sedan,Type 2,48,55,10,3.75,Completed,None,Charging,Paid,68.82
SES-13653,2025-09-24,07:14:45,STN-VIJ-01,Vijayawada,Sedan,CCS,36,98,94,36.12,Completed,None,Charging,Paid,652.76
SES-13654,2025-09-24,15:44:22,STN-VIJ-01,Vijayawada,Sedan,CCS,27,100,100,41.49,Completed,None,Available,Paid,692.80
SES-13655,2025-09-24,13:52:39,STN-DEL-01,Delhi,Sedan,CCS,24,30,10,3.44,Completed,None,Available,Paid,51.62
SES-13656,2025-09-25,18:18:27,STN-DEL-02,Delhi,SUV,CCS,23,43,39,17.95,Completed,None,Charging,Paid,319.91
SES-13657,2025-09-25,18:48:44,STN-VSKP-01,Visakhapatnam,Hatchback,Type 2,76,100,93,10.37,Completed,None,Available,Paid,179.87
SES-13658,2025-09-25,18:11:13,STN-BLR-02,Bengaluru,Sedan,CHAdeMO,33,55,33,12.21,Completed,None,Available,Paid,222.62
SES-13659,2025-09-25,10:02:14,STN-DEL-02,Delhi,SUV,CCS,22,54,55,27.34,Completed,None,Available,Paid,475.81
SES-13660,2025-09-25,09:51:45,STN-BLR-02,Bengaluru,Hatchback,Type 2,73,79,11,2.19,Completed,None,Available,Paid,33.90
SES-13661,2025-09-25,19:50:03,STN-CBE-01,Coimbatore,SUV,Type 2,16,35,24,14.72,Completed,None,Available,Paid,236.41
SES-13662,2025-09-25,09:19:23,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,14,44,38,17.89,Completed,None,Available,Paid,274.98
SES-13663,2025-09-25,18:56:30,STN-CHE-01,Chennai,Sedan,CCS,41,100,108,34.31,Completed,None,Charging,Paid,539.75
SES-13664,2025-09-25,18:14:28,STN-VIJ-01,Vijayawada,Hatchback,Type 2,85,88,71,1.17,Cancelled,None,Available,Refunded,0.00
SES-13665,2025-09-25,19:02:27,STN-CHE-01,Chennai,Hatchback,CHAdeMO,59,73,22,5.52,Completed,None,Charging,Paid,87.97
SES-13666,2025-09-25,09:32:47,STN-VIJ-01,Vijayawada,Sedan,CCS,8,83,92,39.35,Completed,None,Available,Paid,682.41
SES-13667,2025-09-25,17:09:32,STN-MUM-02,Mumbai,Sedan,Type 2,67,100,74,19.42,Completed,None,Charging,Paid,338.36
SES-13668,2025-09-25,02:04:11,STN-BLR-01,Bengaluru,Hatchback,CHAdeMO,16,60,54,19.13,Completed,None,Available,Paid,307.95
SES-13669,2025-09-25,16:12:23,STN-VIJ-01,Vijayawada,SUV,Type 2,22,71,56,37.91,Completed,None,Charging,Paid,676.74
SES-13670,2025-09-25,21:31:15,STN-BLR-02,Bengaluru,Hatchback,Type 2,12,30,25,7.81,Completed,None,Available,Paid,123.85
SES-13671,2025-09-25,18:36:55,STN-KOL-01,Kolkata,Sedan,CHAdeMO,36,94,116,31.07,Completed,None,Available,Paid,544.85
SES-13672,2025-09-25,18:46:11,STN-KOL-01,Kolkata,Crossover,CCS,88,97,12,6.04,Completed,None,Available,Paid,93.39
SES-13673,2025-09-25,11:59:50,STN-MUM-01,Mumbai,Hatchback,Type 2,53,100,113,17.75,Completed,None,Available,Paid,282.17
SES-13674,2025-09-25,01:52:05,STN-BLR-02,Bengaluru,Sedan,CCS,67,100,79,19.57,Completed,None,Available,Paid,317.43
SES-13675,2025-09-26,17:11:57,STN-HYD-02,Hyderabad,SUV,CCS,81,100,104,16.10,Completed,None,Available,Paid,280.71
SES-13676,2025-09-26,15:00:21,STN-DEL-02,Delhi,Sedan,CCS,63,70,14,3.71,Completed,None,Charging,Paid,61.93
SES-13677,2025-09-26,20:10:02,STN-MUM-01,Mumbai,SUV,CCS,71,90,35,17.25,Completed,None,Available,Paid,265.09
SES-13678,2025-09-26,21:05:05,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,43,100,101,25.00,Completed,None,Available,Paid,417.33
SES-13679,2025-09-26,11:20:01,STN-VIJ-01,Vijayawada,Sedan,CCS,54,72,24,9.69,Completed,None,Charging,Paid,156.83
SES-13680,2025-09-26,08:25:55,STN-MUM-02,Mumbai,Hatchback,CCS,89,100,82,4.29,Completed,None,Available,Paid,70.11
SES-13681,2025-09-26,10:22:57,STN-DEL-02,Delhi,Sedan,CCS,75,100,64,14.86,Completed,None,Available,Paid,228.73
SES-13682,2025-09-26,07:27:48,STN-CHE-01,Chennai,Hatchback,Type 2,30,47,31,6.65,Completed,None,Available,Paid,119.96
SES-13683,2025-09-26,08:13:36,STN-PUN-01,Pune,SUV,CCS,27,59,46,28.77,Completed,None,Available,Paid,517.85
SES-13684,2025-09-26,17:48:33,STN-MUM-01,Mumbai,Hatchback,CCS,67,100,94,14.04,Completed,None,Available,Paid,240.31
SES-13685,2025-09-26,07:50:21,STN-CHE-01,Chennai,Sedan,Type 2,70,77,115,2.32,Cancelled,None,Available,Refunded,0.00
SES-13686,2025-09-26,19:40:20,STN-HYD-02,Hyderabad,SUV,CCS,43,44,38,0.50,Cancelled,None,Available,Refunded,0.00
SES-13687,2025-09-26,07:42:43,STN-MUM-01,Mumbai,SUV,CHAdeMO,70,99,35,26.54,Completed,None,Charging,Paid,447.62
SES-13688,2025-09-26,13:18:47,STN-MUM-01,Mumbai,SUV,Type 2,50,100,79,41.19,Completed,None,Available,Paid,747.56
SES-13689,2025-09-27,17:04:10,STN-MUM-01,Mumbai,SUV,CCS,19,21,20,0.80,Failed,Charging Interrupted,Maintenance,Paid,13.49
SES-13690,2025-09-27,18:49:44,STN-BLR-01,Bengaluru,SUV,CHAdeMO,20,100,109,65.81,Completed,None,Charging,Paid,"1,181.22"
SES-13691,2025-09-27,22:35:47,STN-MUM-01,Mumbai,Crossover,Type 2,76,94,29,12.89,Completed,None,Charging,Paid,233.97
SES-13692,2025-09-27,16:45:43,STN-BLR-01,Bengaluru,Sedan,CCS,20,84,117,31.71,Completed,None,Available,Paid,524.08
SES-13693,2025-09-27,01:09:39,STN-CHE-01,Chennai,Hatchback,Type 2,89,100,93,4.28,Completed,None,Available,Paid,70.11
SES-13694,2025-09-27,10:13:16,STN-MUM-02,Mumbai,SUV,Type 2,43,100,100,47.32,Completed,None,Charging,Paid,763.58
SES-13695,2025-09-27,08:47:14,STN-BLR-01,Bengaluru,SUV,Type 2,15,71,79,44.83,Completed,None,Charging,Paid,689.65
